,Label,Similar,composition,space_group_symmetry
5538,2107138.csv,,['Cr H3 O6 S'],['C 1 c 1']
5539,1527313.csv,['1537499.csv'],"['Er S2 Tl', 'Er S2 Tl']","['R -3 m :H', 'R -3 m :H']"
5540,1532139.csv,,['Cr O4 Tm'],['I 41/a m d :2']
5541,7222705.csv,,['Ge0.26 Nb S2'],['P 63/m m c']
5542,1009073.csv,,['Fe H O2'],['P 21 n m']
5543,9007823.csv,,['Co Fe Lu O4'],['R -3 m :H']
5544,9001497.csv,,['Cu Fe2 S3'],['P c m n']
5545,1524251.csv,,['Co0.5 La2 Li0.5 O4'],['I 4/m m m']
5546,9000079.csv,,['Cu17 S9'],['R -3 m :R']
5547,1537673.csv,,['S Sn'],['P n m a']
5548,4332297.csv,,['C56.5 H84.75 Mn2 Mo4 N8.25 O9 S6'],['P 4/n :2']
5549,1544371.csv,,['H2.48 Mg1.24 O6 Si1.76'],['P -3 1 m']
5550,4339373.csv,,['H6 O23 Re4 U2'],['P -1']
5551,1529055.csv,,['Ba0.7 O3 Ru Sr0.3'],['P 63/m m c']
5552,4001282.csv,,['Li0.11 Mn0.34 O'],['C 1 2/m 1']
5553,1521320.csv,,['Cu O2'],['F 2 2 2']
5554,7025769.csv,,['C21.5 H20 Cl0.5 N6.5 Ni O5'],['C 1 2/c 1']
5555,1010583.csv,,['Ga2 O3'],['R -3 c :R']
5556,9007514.csv,,['Cu7 S4'],['P n m a']
5557,1515078.csv,,['C34.71 H20 O8 Zn1.71'],['I -4 2 d']
5558,1546430.csv,,['O7 Tl4 V2'],['P -3 m 1']
5559,2020273.csv,['2020192.csv'],"['In11 S22 Sn8', 'In11 S22 Sn5.5']","['P 1 2/m 1', 'P 1 1 2/m']"
5560,1526866.csv,,['Cu2.888 La4.333 O13 V1.444'],['P 63/m']
5561,9007499.csv,,['Ba0.4 O8 Ti4'],['I 4/m']
5562,7056644.csv,,['C2.75 H3 F0.75 N0.5 P0.12 Pt0.06'],['P -1']
5563,1530263.csv,,['Cd H2 O2'],['I 1 m 1']
5564,7222942.csv,,['Cr0.738 Fe0.262 O4 V'],['C 1 2/m 1']
5565,4115089.csv,,['C45.5 H60 Al4 O4'],['P -1']
5566,4109275.csv,,['C61.33 H87 Cl3.33 N7.33 O9.83'],['R -3 :H']
5567,9007452.csv,,['H8 O12 S2 Zr'],['F d d d :1']
5568,4343742.csv,,['Al2 Eu4 O9'],['P 1 21/c 1']
5569,1525983.csv,,['Ca0.73 Cu2 O4 Sr1.19'],['C m c m']
5570,7203039.csv,,['C53.91 H59.91 N1.91 O22 S0.09 Tb2'],['P 1 21/c 1']
5571,4002516.csv,,['Co0.35 Cu0.65 O2'],['F m m m']
5572,5910204.csv,,['Ce O4 V'],['I 41/a m d :2']
5573,9000048.csv,,['Ni3 Pb2 S2'],['R -3 m :R']
5574,1539811.csv,,['In2 S4 Zn'],['P -3 m 1']
5575,9008370.csv,,['Cu S'],['P 63/m m c']
5576,4336779.csv,,['Bi Co0.2 Fe0.8 O3'],['C 1 m 1']
5577,1514451.csv,,['C109.5 H80.5 N13.5 Ni3 O13'],['R -3 c :H']
5578,4000813.csv,,['In2 S3'],['I 41/a m d :2']
5579,1530508.csv,,['Cu2 S'],['F m -3 m']
5580,8104086.csv,,['Bi3.14 Cu2.58 S6'],['C 1 2/m 1']
5581,2107286.csv,,['Li10.35 P1.65 S12 Si1.35'],['P 42/n m c :1']
5582,1532896.csv,,['La S3 Yb'],['C m c m']
5583,4506876.csv,,['C22.5 H20.5 Cl0.5 O'],['P -1']
5584,1508438.csv,,['Gd H3 Ni O7 S'],['P n m a']
5585,1509178.csv,,['Ag Al11 O17'],['P 63/m m c']
5586,1535770.csv,,['H0.23 O3 W'],['P 4/n m m :1']
5587,4001329.csv,,['Bi2 Hf2 O7'],['I 41 2 2']
5588,1536378.csv,,['Cd2 H2 Hg2 O11 S2'],['P 1 2/n 1']
5589,9000071.csv,,['O2 V'],['P b n m']
5590,4021422.csv,,['C65.4 H76.1 N10.7 O12'],['P -1']
5591,1533812.csv,,['Li0.95 Ni1.05 O2'],['R -3 m :H']
5592,2002161.csv,,['La O6 Te0.75 Ti1.25'],['P 3']
5593,1001085.csv,,['Nb O5 Ti Tl'],['P n m a']
5594,4336645.csv,,['Cl0.5 O3 Pb2.75 Si0.25'],['I 4/m']
5595,4326559.csv,,['Bi1.41 Cu O11 Rh5'],['C 1 2/m 1']
5596,7035017.csv,,['C78.45 H52.23 Mn6 N14.23 O42'],['P 1 21/n 1']
5597,1008105.csv,,['Cr Ni O4'],['C m c m']
5598,9011237.csv,,['Bi H3 O6 S'],['P 1 21/n 1']
5599,1529808.csv,,['Na2.6 O12 P1.4 Si1.6 Zr2'],['R -3 c :H']
5600,1541769.csv,,['Al0.425 Mg0.2126 Mn2.2826 O4'],['I 41/a m d :1']
5601,1524469.csv,,['Al3.88 Ca0.88 H2 Na0.12 O12 Si2.12'],['C 1 c 1']
5602,7116391.csv,,['C15.74 H19.56 N9.19 O Zn2'],['P b c a']
5603,1548686.csv,,['O2 W'],['P 1 21/c 1']
5604,1533670.csv,,['Cu Mn2 O4'],['I 41/a m d :1']
5605,7230067.csv,,['Nb O4 Tb'],['C 1 2/c 1']
5606,1531321.csv,,['Fe0.47 Nb S2'],['P 63 2 2']
5607,2310561.csv,,['Ni O4 S'],['C m c m']
5608,1527886.csv,,['H O2 Yb'],['P -4 21 m']
5609,9012852.csv,,['O S8'],['P c a 21']
5610,7038746.csv,,['H Mn O9 Pb2 V2'],[nan]
5611,2002308.csv,,['Co O5 Ti2'],['C m c m']
5612,1535383.csv,,['S11 Ta2 Tl4'],['P -1']
5613,1001160.csv,,['Ba5.5 O60 Ta21.8'],['P 4']
5614,4339447.csv,,['C42.5 H71.5 O4 S2 Zr'],['P 1 21/n 1']
5615,1521774.csv,,['Cr2.5 Ni0.5 S4'],['I 1 2/m 1']
5616,4339534.csv,,['As4.54 Eu2.86 Na0.66 S10'],['P 1 21/c 1']
5617,2101597.csv,,['Ag S2 Yb'],['I 41 m d']
5618,7221496.csv,,['La2 O10 Ti3 V'],['I 4/m m m']
5619,7155695.csv,,['C8.5 H11.5 N2.5 O2.5 S'],['P -1']
5620,1530907.csv,,['Gd O4 Ta'],['P 1 2/a 1']
5621,1509397.csv,,['Ag In O2'],['R -3 m :H']
5622,4030807.csv,,['H2 Mn O7 V2'],['P -1']
5623,2002318.csv,,['Fe O5 Ti2'],['C m c m']
5624,9012761.csv,,['Fe0.48 H0.56 O'],['P 3']
5625,2106048.csv,,['Cu1.82 O11 V4'],['C 1 m 1']
5626,2205826.csv,,['Ag Cd2 Ga S4'],['P m n 21']
5627,2300116.csv,,['O Zn'],['P 63 m c']
5628,4508970.csv,,['C28.5 H22.5 Co N2.5 O4'],['C 1 2/c 1']
5629,7110015.csv,,['C80.5 H8 S9'],['P 1 21/c 1']
5630,1509494.csv,,['Ag O2 Sb0.294 Zn0.706'],['R -3 m :H']
5631,1545121.csv,,['Al2.4 Co0.4 O4'],['F d -3 m :1']
5632,4030676.csv,,['Bi2 Cd O4'],['I 41/a m d :2']
5633,1530101.csv,,['O5 V3'],['P 1 21/n 1']
5634,2106614.csv,,['Hf0.006 O2 Zr0.994'],['P 1 21/c 1']
5635,4510737.csv,,['C32.6 H30.55 N2.78 O16.81 S4'],['C 1 2/m 1']
5636,1542114.csv,,['In0.72 K0.72 O2 Sn0.28'],['P -6 m 2']
5637,2106910.csv,,['Ce4 O4 S3'],['P b a m']
5638,2005202.csv,,['C32.5 H26.5 N0.5 O3'],['P -1']
5639,7221948.csv,,['Ca2.8 Ho0.02 In7.4 O16 Sr1.2 Yb0.4'],['P n m a']
5640,2107253.csv,,['Cu La S2'],['P 1 21/c 1']
5641,1537584.csv,,['Fe0.75 Na0.75 O2 Ti0.25'],['R -3 m :H']
5642,7203607.csv,,['C30.75 H28.75 Ag3 Cl0.5 N11.75 O9'],['P 1 21/n 1']
5643,4030479.csv,,['S3 Y2'],['P 1 21/m 1']
5644,1515589.csv,,['C58.33 H50.67 S4'],['P 1 21/c 1']
5645,9005086.csv,,['Al4.8 B1.04 Cr0.16 O9'],['A 21 a m']
5646,7151556.csv,,['C46.5 H59.75 N1.25 O4'],['P n a 21']
5647,4340048.csv,,['C175.5 H167 Cl0.75 Dy2 N31.25 O30.5 Zn9'],['P -1']
5648,9009717.csv,,['Ag2 Hg S2'],['P 1 21/c 1']
5649,4126376.csv,,['C41.39 H45.39 Cl1.17 O2'],['C 1 2/c 1']
5650,7017095.csv,,['Cu H10 O9 S'],['P -1']
5651,1537147.csv,,['Cd Ho2 S4'],['F d -3 m :1']
5652,1531892.csv,,['Al6.84 H4 K6.84 O50 Si17.16'],['F d -3 m :2']
5653,4000746.csv,,['Cu S5 Sm2 Yb'],['P n m a']
5654,9007824.csv,,['Fe2 Lu O4'],['R -3 m :H']
5655,9009016.csv,,['Hf O2'],['F m -3 m']
5656,4103682.csv,,['C58.7 H34.7 Cl1.1 O8'],['P -1']
5657,2300190.csv,,[nan],['C 1 2/m 1']
5658,1538360.csv,,['Bi4.5 Na0.5 O15 Ti4'],['I 4/m m m']
5659,7038852.csv,,['Ca4.47 La5.53 O26 P2.47 Si3.53'],['P 63/m']
5660,9013067.csv,['1011013.csv'],"['Fe S2', 'Fe S2']","['P n n m', 'P n n m']"
5661,2020238.csv,,['Al10.896 N7.4016 O96 Si37.104'],['I -4 3 m']
5662,2106960.csv,,['Ca0.986 O7 Ti1.693 Zr1.271'],['C 1 2/c 1']
5663,4103387.csv,,['C12.6 N0.6 O3 V'],['P n m a']
5664,2100004.csv,,['Cu0.63 O5 V2'],['C 1 2/m 1']
5665,1519055.csv,,['H3 Ni O7 S Y'],['P n m a']
5666,9011573.csv,,['Fe4.75 H O8'],['P 63 m c']
5667,2106467.csv,,['Fe Mo3 S4'],['P -1']
5668,1508817.csv,,['Mn5 O24 Pb S6'],['P -3']
5669,4101816.csv,,['C9.6 H8 B0.8 Co0.4 Fe0.8 N7.2'],['I b a m']
5670,4126648.csv,,['Bi8 Cl0.64 Cu3.46 O8 Se5.36'],['I 4/m m m']
5671,4343785.csv,,['O7 Re2'],['P 21 21 21']
5672,9003468.csv,,['Bi1.09 S3 Sb0.91'],['P n m a']
5673,7055174.csv,,['C27.5 H26.9 Cd N2.5 O10'],['R -3 c :H']
5674,7017139.csv,,['C108.38 H111 Er4 O28'],['P -1']
5675,2020154.csv,,['Mo2 O8 Th'],['P b c a']
5676,9007647.csv,,['Al0.08 Fe0.16 K0.65 Mn3.76 Na0.11 O8 Sr0.08'],['I 1 2/m 1']
5677,4342235.csv,,['C12.56 H9.76 O7 V'],['P b c m']
5678,2106466.csv,,['Cu1.83 Mo3 S4'],['R -3 :H']
5679,4000583.csv,,['La2 Mo2 O9'],['P 1 21 1']
5680,2013218.csv,,['C18.67 H27.33 O3'],['P 1 21 1']
5681,7025564.csv,,['C93.15 H90 Ho7 N14.85 O Te18.15'],['P -1']
5682,7121968.csv,,['C64.33 H58 N2.67 O7.67'],['P 1 21/c 1']
5683,7221514.csv,,['S7'],['P 1 21/c 1']
5684,1528036.csv,,['H0.31 Mo O3'],['C m c m']
5685,9009154.csv,,['Fe H O2'],['B b m m']
5686,2002449.csv,,['Ba0.07 In2 O4 Sr0.93'],['P n m a']
5687,1503396.csv,,['C57.5 H63 Cl2.5 O5'],['P -1']
5688,4119419.csv,,['Co3 H2 O10 S2'],['I 41/a m d :2']
5689,9000251.csv,,['Fe4 H36 O42 S6'],['R -3 :H']
5690,2002301.csv,,['Al Fe O5 Ti'],['C m c m']
5691,4001028.csv,,['Bi0.96 O15 Pb2.04 Rh7'],['P 63/m c m']
5692,1001194.csv,,['Cd1.5 O4 Sn Zn0.5'],['F d -3 m :1']
5693,1521406.csv,,['O4 Tb V'],['F d d d :2']
5694,1533724.csv,,['Nd Ni O2'],['P 4/m m m']
5695,1520773.csv,,['H0.6 Mo O3'],['C 1 2/m 1']
5696,8103587.csv,,['Ca14.92 O32 P2.35 Si5.65'],['P n m 21']
5697,2002689.csv,,['Cd Hg O2'],['C 1 2/m 1']
5698,7212164.csv,,['Ag2 Nb4 O11'],['C 1 c 1']
5699,4127044.csv,,['In16 S33 Zn4'],['P 1 21/n 1']
5700,7203532.csv,,['La1.75 O7 Ti2 Y0.25'],['F d -3 m :2']
5701,1528607.csv,,['Gd3.04 S6 Sc0.96'],['P n n m']
5702,9005243.csv,,['As1.467 S11 Sb5.033 Tl2.5'],['P -1']
5703,9013823.csv,,['Ag6.979 As0.886 Cu0.021 S6 Sb0.114'],['P 21 3']
5704,8100808.csv,,['In S'],['P 1 21/n 1']
5705,1001086.csv,,['Nb1.1 O5 Ti0.9 Tl0.9'],['P n m a']
5706,9004789.csv,,['Bi5 Cu3.42 Fe0.58 S10'],['C 1 2/m 1']
5707,1529146.csv,,['O10 U3'],['P 1 21/c 1']
5708,7117887.csv,,['C10.17 H11.33 N1.33 O2'],['C 1 2/c 1']
5709,1534752.csv,['1534760.csv'],"['Ba1.988 Ca0.043 Cu4 O8 Y0.969', 'Ba1.986 Ca0.035 Cu4 O8 Y0.979']","[nan, nan]"
5710,8104065.csv,,['Cr Cu O2'],['P 63/m m c']
5711,1532730.csv,,['O Pd2 Zr4'],['F d -3 m :2']
5712,9007441.csv,,['Cr2 S3'],['R -3 :H']
5713,1008672.csv,,['Li0.795 Nb O2'],['P -3 m 1']
5714,7055831.csv,,['Eu S3 Zr'],['P n m a']
5715,1528706.csv,,['Cr H4 O7 Th'],['P 1 21/m 1']
5716,1529590.csv,,['H2 O2 Zn'],['P -3 m 1']
5717,2002757.csv,,['As1.4 Cu3.8 Mg0.2 O9 P0.6'],['P -1']
5718,2228589.csv,,['Mo4 Nd2 O15'],['P -1']
5719,4342135.csv,,['S3 Sc U'],['C m c m']
5720,4323187.csv,,['Mo9 O18 Pr4'],['R 3 m :H']
5721,2106616.csv,,['H4 Mo O6 Zn'],['P 1 21 1']
5722,1532954.csv,,['H6 O15 Re3 Sm'],['P n a 21']
5723,1541761.csv,,['In2 S8 Sn2'],['P c a 21']
5724,1528642.csv,,['O2 Th0.086 Y0.088 Zr0.826'],['F m -3 m']
5725,1529235.csv,,['Nd2 O6 S'],['I 2 2 2']
5726,1549865.csv,,['C34.33333 H18.66667 Cl0.66667 S2'],['P 1 21/n 1']
5727,1523374.csv,,['O Pr10 S14'],['I 41/a c d :2']
5728,1001270.csv,,['Nb2 O7 Ti'],['C 1 2/m 1']
5729,5910155.csv,,['Co2 Cu O4'],['F d -3 m :2']
5730,1528091.csv,,['O2 Y'],['P 1 21/c 1']
5731,1518113.csv,,['Cr3 O12 Tl2'],['P b c n']
5732,2020267.csv,,['Cu0.261 O5 V2'],['C 1 2/m 1']
5733,2107033.csv,,['Cd Mo3 O12 Th'],['P 63/m']
5734,7203272.csv,,['C16.5 H27.5 O2'],['P 31 2 1']
5735,7222563.csv,,['Cu Gd S2'],['P 1 21/c 1']
5736,1509708.csv,,['Ag2 S'],['P 1 21 1']
5737,4030759.csv,,['Mo5 O16 U0.75'],['P 2 2 2']
5738,1522137.csv,,['Ba3.75 Nb10 O30 Sm0.4165 Y0.4165'],['P 4 b m']
5739,1529974.csv,,['Ag55.4 Al55.5 O384 Si136.5'],['F d -3 m :2']
5740,4111263.csv,,['the CIF: _chemical_formula_sum C78.75 H57 Cl6.50'],['P 1 21/c 1']
5741,1534717.csv,,['Co Np O3 S2'],['P n m a']
5742,4305346.csv,,['Bi3 O8 Tc'],['P 21 3']
5743,1540895.csv,,['La O9 Ta3'],['P n m a']
5744,1526825.csv,,['La4 Nb O14 Sc Ti2'],['P n a 21']
5745,4330979.csv,,['C134.82 H150 Fe8 O2.19 S10.25'],['P 42/m n m']
5746,4501292.csv,,['La6 O18 W3'],['P m 21 n']
5747,9016589.csv,,['Li0.5 Nb0.5 O3 W0.5'],['R 3 c :H']
5748,2310507.csv,,['Nb10 O29 Ti2'],['A 1 2/m 1']
5749,7110338.csv,,['C10.25 H10 N1.25 O5.5 S0.75 Zn0.75'],['P 1 21/c 1']
5750,2100243.csv,,['Mn O4 Re'],['P 1 2/c 1']
5751,7223892.csv,,['Fe S8 V4'],[nan]
5752,1508437.csv,,['Dy H3 Ni O7 S'],['P 21 21 21']
5753,1541105.csv,,[nan],['C 1 2/m 1']
5754,8103788.csv,,['Al2 O3'],['P n a 21']
5755,2310485.csv,,['O3 U'],['P 21 21 21']
5756,1530663.csv,,['O5 Ti3'],['C m c m']
5757,9012249.csv,,['Al H O2'],['C m c m']
5758,1525961.csv,,['C2.4 H2 Ca8.4 Na0.8 O23.6 P3.6'],['P 63/m']
5759,1530648.csv,,['Ce Dy S3'],['P n m a']
5760,7021347.csv,,['C67.8 H49.6 Cl0.6 N5.8 O4 Zn2'],['C 1 2/c 1']
5761,2310804.csv,,['S8'],['F d d d :2']
5762,1530062.csv,,['Al2 Mo3 O12'],['P 1 21/a 1']
5763,1522924.csv,,['Bi O4 Re'],['C m c m']
5764,1539417.csv,,['Ca2.4 Fe2.9 O12 Th0.6 Zr2'],['I 41/a c d :2']
5765,4117765.csv,,['C31.5 H32 U'],['P 1 21/c 1']
5766,1527915.csv,,['H10 O10 S V'],['P 1 21/c 1']
5767,1510450.csv,,['Au2 Nd4 O9'],['P b c n']
5768,1532966.csv,,['In3 La5 O3 S9'],['P b c m']
5769,7119253.csv,,['C45.3 H62.05 N5.65 O5 Tb'],['P 1 21/n 1']
5770,4000806.csv,,['Cu O4 W'],['P -1']
5771,1509987.csv,,['Ag8 S6 Ti'],['F -4 3 m']
5772,1532801.csv,,[nan],['C 1 2/m 1']
5773,7049855.csv,,['In140 O32 S200'],['I 41/a c d :2']
5774,9015389.csv,['1001257.csv'],"['Dy2.5 O6 Re', 'Dy5 O12 Re2']","['P 1 1 21/m', 'P 1 1 21/m']"
5775,2102096.csv,,['H16 O20 U4'],['P b c n']
5776,9015130.csv,,['H8 O12 S2 U'],['P n m a']
5777,2310489.csv,,['Al2 S4 Zn'],['F d -3 m :2']
5778,2218608.csv,,['Cd4 H12 O18 S4'],['P 1 21/c 1']
5779,7018055.csv,,['C73.5 H75 N7.5 O6'],['P -1']
5780,8101617.csv,,['Ga8 O36 Pr16'],['P 1 21/c 1']
5781,1527142.csv,,['H2 O4 U'],['F m m m']
5782,9007654.csv,,['Fe S'],['P n m a']
5783,9015388.csv,,['Cu2.64 Mo0.04 O8 V1.94 Zn0.36'],['P 1 21/c 1']
5784,7206470.csv,,['O Sn'],['P 4/n m m :2']
5785,1540371.csv,,['Pr S2'],['F d -3 m :1']
5786,1000388.csv,,['Ca2.8 O6 Tl2.2'],['P b a m']
5787,4109372.csv,,['Co0.012 H2 Ni0.988 O2'],['C 1 2/m 1']
5788,4024979.csv,,['C38.38 H28.77 Cl0.77 Co4 O16'],['P -1']
5789,1539596.csv,,['Cd0.75 Fe2 O4 Zn0.25'],['F d -3 m :1']
5790,4308318.csv,,['C20.5 H17 V'],['P -1']
5791,9016356.csv,,['Ru S2'],['P a -3']
5792,1533090.csv,,['Ca0.5 Mn O3 Y0.5'],['P b n m']
5793,1517482.csv,,['C4.62 H O4.25 Zn'],['R -3 :H']
5794,2101829.csv,['9011883.csv'],"['H14 Ni O11 S', 'H14 Ni O11 S']","['P 21 21 21', 'P 21 21 21']"
5795,7213551.csv,,['C27.5 H28.5 Cl0.5 O3'],['P 1 21/n 1']
5796,1534049.csv,,['Ce2 H10 O18 S3'],['A 1 1 2/a']
5797,9001421.csv,,['Fe2.68 O4 Si0.32'],['P m m a']
5798,2106195.csv,,['Fe0.23 In O2 Ti0.73'],['C c m m']
5799,1528292.csv,,['Bi2 O3'],['F m -3']
5800,1521648.csv,,['Cr0.4 Li1.2 O4 Ti1.4'],['F d -3 m :1']
5801,2300111.csv,,['In2 Mn0.4 S4 Zn0.6'],['R 3 m :H']
5802,2013257.csv,,['Cu H3 O7 V2'],['P -1']
5803,1531439.csv,,['Cu O6 Tb2 Ti'],['P 63 c m']
5804,9011209.csv,,['H10 O10 S V'],['P 1 21/c 1']
5805,1537865.csv,['1530901.csv'],"['S2 Ti', 'S2 Ti1.083']","['P -3 m 1', 'P -3 m 1']"
5806,2014754.csv,,['Al6 O13 Ti2'],['C m 2 m']
5807,1509592.csv,,['Ag1.43 Au0.66 S'],['P n -3 m :1']
5808,7222704.csv,,['Ge0.333 Nb S2'],['P 63/m c m']
5809,7055966.csv,,['C26.64 H21.14 Ag Cl2.72 N5.14 O2'],['P -1']
5810,9002723.csv,,['Ca1.555 H0.56 Na3.445 O12.56 S3'],['P -6']
5811,1010432.csv,,['Fe Ni S2'],['P 63/m m c']
5812,1540867.csv,,['Ho S'],['C 1 2 1']
5813,1536584.csv,,['S2 Ta'],[nan]
5814,4076305.csv,,['C95.5 H30 Pd S5'],['P -1']
5815,4108905.csv,,['C134.5 H193 Cs0.46 Ga6 O55'],['P 1 21/n 1']
5816,1535552.csv,,['La Nb7 O19'],['P 3']
5817,1521671.csv,,['Fe Lu O4 Zn'],['R -3 m :H']
5818,1521897.csv,,['Fe3.08 H1.53 O10 P2.04'],['I 41/a m d :2']
5819,1538030.csv,,['O4 Pt3'],['I m -3']
5820,1531784.csv,,['Bi2 Nb1.333 O7 Zn0.667'],['C 1 2/c 1']
5821,9001137.csv,,['Al0.04 O7 Sc1.12 Si1.96 Y0.88'],['C 1 2/m 1']
5822,1006067.csv,,['La1.2 O4 U0.8'],['R -3 m :H']
5823,4324294.csv,,['O13 Re2 S2'],['P b c m']
5824,4331398.csv,,['Ag Fe O2'],['R -3 m :H']
5825,9004074.csv,,['Ag Fe4.8 Ni3.2 S8'],['F m -3 m']
5826,1509232.csv,,['Ag Al O2'],['P 63/m m c']
5827,2013377.csv,,['La2 Nb3 O8 S2'],['P n n m']
5828,1527251.csv,,['La4 Ni S7'],['I 4/m m m']
5829,4102353.csv,,['Ga0.894 S8 Ti3.4 V'],['F -4 3 m']
5830,1534241.csv,,['O3 U'],['P m -3 m']
5831,1010618.csv,,['O3 W'],['P -1']
5832,1008966.csv,,['Co Cr2 S4'],['F d -3 m :2']
5833,1502977.csv,,['C32.3 H16 O4'],['P -1']
5834,8104161.csv,,['Cd In2 O4'],['F d -3 m :1']
5835,9007501.csv,,['Cu H6 O7 S'],['C 1 c 1']
5836,4101330.csv,,['C28.5 H31.5 Dy Fe N14.5 O26'],['P -1']
5837,2003901.csv,,['C31.5 H33 O5 V Zr'],[nan]
5838,4320041.csv,,['C51.5 H35.5 Co N6.5 O2'],['P 1 21/n 1']
5839,1542070.csv,,['Ga3.3 Ge0.7 S8'],['I -4 2 d']
5840,1509074.csv,['1509075.csv'],"['Ag0.23 S2 Ta', 'Ag0.24 S2 Ta']","['R -3 m :H', 'R -3 m :H']"
5841,9000737.csv,,['As0.6 Fe5 O16 S0.8 Sb5.9 Zn0.5'],['P b a m']
5842,1514235.csv,,['Mn2 O3'],['R -3 :H']
5843,9011786.csv,,['Al0.25 O2 Si0.75'],['P 63/m m c']
5844,4324653.csv,,['K1.03 Mn2 O4'],['C 1 2/m 1']
5845,8103815.csv,,['O15 V8'],['P -1']
5846,1541678.csv,,['H11 In O13 S2'],['P 1 21/c 1']
5847,1537656.csv,,['O3 V2'],['R -3 c :R']
5848,1532611.csv,,['Fe La0.6 O4 Sr1.4'],['I 4/m m m']
5849,4321319.csv,,['C38.5 H57.5 Co Gd N1.5 O11'],['P -1']
5850,1533675.csv,,['Ca2.4 Cu5 O10 Pr1.6'],['P 1 21/c 1']
5851,7204814.csv,,['Nb S2'],['P -3 m 1']
5852,4000771.csv,,['Al2 Mn S4'],['R 3 m :H']
5853,1516346.csv,,['Bi4 Co0.3 O11 V1.7'],['I 4/m m m']
5854,2106773.csv,,['Cu2 Mn3 O8'],['C 1 2/m 1']
5855,1001573.csv,,['Bi0.5 Cu Hg0.5 La0.5 O5 Sr1.5'],['P 4/m m m']
5856,1534472.csv,,['Fe Ho4 S7'],['C 1 2/m 1']
5857,1530093.csv,,['La6 O12 U'],['R -3 :H']
5858,1530797.csv,,['Al2.91 H2 Na0.91 O12 Si3.09'],['C 1 2/m 1']
5859,8103989.csv,,['H2 O7 S2'],['C 1 2/c 1']
5860,9013428.csv,,['Ag11.706 As0.618 Cu4.294 S11 Sb1.382'],['P -3 m 1']
5861,7107220.csv,,['C50.5 H66.75 N2.25 O15 S4 V'],['P b c a']
5862,4308654.csv,,['C6.5 H24.5 N7.5 Nb O14'],['C 1 2/c 1']
5863,9001190.csv,,[nan],['I a -3 d']
5864,1530845.csv,,['Mn2 O7 Y2'],['F d -3 m :2']
5865,1010313.csv,,['Bi2 O3'],['I 2 3']
5866,8103524.csv,,['H16 O20 Pr2 S3'],['C 1 2/c 1']
5867,1542402.csv,,[nan],['P 1 21/n 1']
5868,7017175.csv,,['C73.5 H81.5 Co N11.5 O22'],['P -1']
5869,1541879.csv,,['Ge2.052 In1.948 S8'],['C 1 c 1']
5870,5910172.csv,,['Cu2 S4 Sn'],['F d -3 m :2']
5871,1532983.csv,,['Dy Mn O3'],['P 63 c m']
5872,9006522.csv,,['Cr2 S4 Zn'],['F d -3 m :2']
5873,1524745.csv,,['In10 Pb6 S21'],['C 1 2/m 1']
5874,4327188.csv,['4327189.csv'],"['Co2 H68 Mn6 O102 W19 Zn3', 'Cu2 H68 Mn6 O102 W19 Zn3']","['P -1', 'P -1']"
5875,7222687.csv,,['Cd Hg2 O6 S'],['P -1']
5876,1527685.csv,,['O7 Tc2'],['P b c a']
5877,4344388.csv,,['Cu0.8 Li1.2 O6 Ta2'],['R 3 c :H']
5878,1532844.csv,,['Bi4 O11 V2'],['A m a m']
5879,4344243.csv,,['O62 V5.8 W9.188'],['I -4']
5880,1541814.csv,,['O Ta2'],['I -4 3 m']
5881,9004107.csv,,['Cu6 Fe2 S8 Sn'],['P -4 m 2']
5882,9003874.csv,,['Al H3 O3'],['P 1 21/n 1']
5883,1533744.csv,,['Bi0.7 O6 W Yb1.3'],['A 1 2 1']
5884,1536488.csv,['1525390.csv'],"['Fe Lu2 S4', 'Fe9.6 S32 Yb16']","['F d -3 m :1', 'F d -3 m :1']"
5885,7202031.csv,,['C45.5 H44.5 Cl1.5 O7'],['P 1 21/n 1']
5886,1008757.csv,,['Al1.52 Ca0.52 Na0.48 O8 Si2.48'],['C -1']
5887,9001701.csv,,['Al1.6 O8 Pb2.198 Si2.4'],['I 4']
5888,1508667.csv,,['C92.25 H46'],['P c a 21']
5889,4318875.csv,,['C39.5 H53 Nb O3 S2'],['P 1 21/n 1']
5890,1521500.csv,,['Ca2.667 Nb1.333 O6'],['P 1 21/c 1']
5891,1534634.csv,,['Ca6.925 Cu23.15 Nd3.66 O41 Sr2.925 Y1.34'],"['C m m a (c,a,b)']"
5892,1534010.csv,,['Al5.33 H5.33 O224 Si106.67'],['C m m a']
5893,4031476.csv,,['Eu H3 O3'],['P 63/m']
5894,2005075.csv,,['Co Ga H38 Mo6 O40'],['P -1']
5895,1008606.csv,,['Cu1.8 Mo6 S8'],['P -1']
5896,1533334.csv,,['Ca2.2 La0.8 Mn2 O7'],['I 4/m m m']
5897,9008091.csv,,['O4 S Sn'],['P n m a']
5898,2002293.csv,,['Ga8 O21 Pb9'],['P a -3']
5899,7054634.csv,,['Dy0.5 Mn O3 Yb0.5'],['P n m a']
5900,1004084.csv,,['O4 Pb2 Pt'],['P b a m']
5901,7119755.csv,,['Mg0.25 Mn0.5 O'],['I 41/a m d :2']
5902,1526047.csv,,['Ca1.8 O4 Ru Sr0.2'],['P b c a']
5903,7049343.csv,,['Ag8 O6 Pt'],['P -1']
5904,4345199.csv,,['C80.5 H155.25 Co8 N7.75 O35'],['P 1 21/c 1']
